region,locationType,ifcoSystemPartner,locationTag,locationName,extLocationId,countryName
EU,Producer,null,PRD,Simples e Frescas Lda.,3e11aca7-21eb-4b67-8c1b-266ab80d69ae,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Bom Dia Faro - Montenegro,206594fd-19ae-4bad-b9de-b6a43030f7e9,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Sao Joao da Talha,fe097650-1718-4075-804d-d5fe6f758a29,Portugal
EU,Distribution Centre,Transaire,DC,Transaire Alverca,0643f92d-2f85-4983-9d0a-38966053f7c1,Portugal
EU,Producer,null,PRD,Pec Nordeste - Indústria de Produtos,ac4678d1-d5b6-4047-a138-d40d2de8526a,Portugal
EU,Producer,null,PRD,"Hortijafer Unipessoal, Lda.",c846d417-dbb5-4f1a-b05a-95dae781b83c,Portugal
EU,Producer,null,PRD,Horticolas Saturnino Lda.,2e423d35-d60f-409d-bfe3-e91bb3344745,Portugal
EU,Producer,null,PRD,Andre Filipe Pereira Simas Couto,f9fe83bd-8be1-415a-b041-7e0e8bd06884,Portugal
EU,Shop / Point of Sale,Sonae,POS,CBD PAREDES CENTRO - 5739,afeee59d-052d-49fa-814c-b46d16cb94fa,Portugal
EU,Producer,null,PRD,Avipronto Produtos Aliment. S. A.,29c26275-95f0-4df8-9232-86e4d697eebf,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Maia,a1ba5222-4dfb-41f4-b219-1d58993e7efd,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Bom Dia Oia,e6d4daee-92e7-4f94-95b7-4d34bcee8fc3,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Alto do Lumiar,b56aa892-2d4b-4856-9f46-56dfed36f290,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Braga,d275b6e6-b4b4-4043-a951-371f1b04025c,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Anadia,d53e22e3-b7bc-423b-b940-af4928ffec1a,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Camara de Lobos,0586d235-3686-469b-b7b3-a894dbd4da68,Portugal
EU,Producer,null,PRD,"NLS COM ? Comercio de Horticolas, Lda.",c6729292-5281-4307-8fe4-049e256a125d,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Bom Dia Campo 24 agosto,5d38cc42-545e-4e61-a91d-f9c4c19b9ebc,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Telheiras,1fd11347-2fe9-48e6-9b30-27234ef6fd8d,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Bom Dia Setubal - Estrada de Palmela,d46127b3-9b7b-4532-b069-5b685520462d,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Sao Joao da Madeira,e39b4e3b-3cee-4440-9889-89cd5c1061e7,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Bom Dia Darque,62cd2761-ea7a-4af8-982d-6a5d7fbd1c8f,Portugal
EU,Shop / Point of Sale,AUCHAN,POS,AUCHAN ALFRAGIDE - 25,f1a02deb-3782-44bf-9dab-38e262ab1af3,Portugal
EU,Shop / Point of Sale,AUCHAN,POS,MA Almirante Reis - 409,a946fba8-8881-40ca-be44-2d456598953f,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Beja,164b231c-5b1a-4bdc-adb3-7f5acb9696a0,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Santo Tirso,aa845b38-455a-4a96-a779-97a071a68ea7,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Albufeira,0c32c3a4-325b-4f8d-929b-7816bd0c7b87,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Alverca,6178029e-a40e-4198-8864-cbcd153f7eee,Portugal
EU,Producer,null,PRD,Horticruz Armazenista Lda,070f8be4-fbaa-4595-8271-7d5578801efe,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Abrantes,d4b8c705-18c1-48d6-bc2f-176238887b16,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Bom Dia Laranjeiro,22fe6960-9168-4ca5-b063-f985130a61f1,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Evora,83759ba2-5ce4-46b8-a062-abdb4172024c,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Praia da Vitoria,ab53f0fc-1b6a-472c-80bf-c4d7455208c1,Portugal
EU,Shop / Point of Sale,AUCHAN,POS,AUCHAN COINA - 19,0f5dc0f7-134b-4f9d-9221-9095d6739d78,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Faja de Baixo,0557ce11-82bc-48a9-9862-ede0cdf46f5e,Portugal
EU,Producer,null,PRD,Planicieverde - Soc. Agricola Lda.,55456833-531c-4779-817c-e370368bf252,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Sesimbra,4f649813-6cbd-4777-a6e9-2b3a7f506e91,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Tires,a70bcb7a-cad4-4351-8106-fd7f2b36bdb3,Portugal
EU,Producer,null,PRD,"NLS COM – Comercio de Horticolas, Lda",25d06492-38c8-4669-a4f7-6ed48eb332f6,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Mozelos,b3579ce4-9d6d-4ada-9cce-d3dc7d493b81,Portugal
EU,Service Centre / Wash Centre,null,SC,IFCO SC Wellingborough,72e07c53-4683-4fc6-a29b-b3c7535840b3,Great Britain
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Barcelos,a07b442e-44be-43c3-bb60-dda88129c9ca,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Cascais,2efc2888-68a2-430b-8d98-095ab1a27d28,Portugal
EU,Producer,null,PRD,Oliveira Pinho & Filhos,1ad73ecf-6051-454c-8052-1841d01b8e5b,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Montijo,827c3d85-e9ec-487c-88a4-12f2847cb459,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Arrabida,dfdaf82e-dcb8-4584-8b8e-5a0c8624bcfa,Portugal
EU,Producer,null,PRD,Margarida Maria Ribeiro Unip. Lda.,3dfe85f4-b4a6-400e-ac51-4a4d3d78eb17,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Bom Dia Lisboa Av. Republica,363de175-d133-4e41-81b3-1939f078cf4d,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Viana Castelo,4199fc5b-00a8-4d2b-ac14-33ace242cff4,Portugal
EU,Producer,null,PRD,Alhos Mateus,1f072cc8-dc97-4176-89c1-a58c1d954ff9,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Leiria,55c08234-21e5-42e9-8126-f8cf7c7556b0,Portugal
EU,Producer,null,PRD,Kilom SA,3aa161b0-f82b-44b1-bbf2-2c2311252fd1,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Lisboa - Marechal Gomes da Costa,9018f1b0-0356-4d0c-b4fb-eaabfc0498e9,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Bom Dia Montemor-o-Novo,d82b3d82-ae12-45e5-b3e4-2deaf1160deb,Portugal
EU,Shop / Point of Sale,Sonae,POS,CBD FRANCELOS,9910b4bd-56c7-4f96-9474-71094443236d,Portugal
EU,Producer,null,PRD,Interaves-Soc. Agro-Pecuria S.A.,f42085f3-b41b-4198-bade-4255ffbe69e0,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Bom Dia Carlos Mardel,62db156e-3be6-451f-8b89-8a3959ca8c12,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Ponta Delgada,67532580-2294-4889-9d82-b6d7135876a0,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Antas,75c1fb71-8c6c-40b2-9cfd-de04ac9090cf,Portugal
EU,Retailer Reverse Logistics,Morrisons Supermarkets PLC,RRL,Morrisons Sittingbourne RRU,93fbd184-6675-40da-b501-58f012480610,Great Britain
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Quinta do Conde,bb895d58-57da-41aa-8ee8-179a8f689692,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Bom Dia Monte da Caparica,f8d803eb-eedf-4478-9701-3b7378a2910d,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Guimaraes,57c6175a-3c62-42f8-bf02-6f0b1f28c673,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Belas,89516ebb-582d-4717-a068-4d445ea05ccd,Portugal
EU,Distribution Centre,Transaire,DC,Transaire Mira de Aire,f4e44633-1d09-405d-97a0-e362a0496186,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Bom Dia Canidelo,12de2743-3f0f-4ed2-9f32-b5b5d9ca9f65,Portugal
EU,Producer,null,PRD,100% Titular Lda.,a733f017-fcad-4b71-ab57-dd37336306e8,Portugal
EU,Producer,null,PRD,Jorge Evaristo Lda.,35a0f319-5541-406c-ae07-9f01b16cf406,Portugal
EU,Producer,null,PRD,Luis Miguel Vitorino,05b7aebd-8b36-42e4-9f79-07128f1a34f4,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Bom Dia Moura,824d336d-78de-4af1-ab2e-bd2622637995,Portugal
EU,Producer,null,PRD,ZOLVE ABP,ecc5755a-8e17-4798-8149-d2fadee17828,Portugal
EU,Producer,null,PRD,Quinta do Celao II Lda.,4c5f0e66-e9d0-4995-b69c-493716487418,Portugal
EU,Producer,null,PRD,Hortisopa Unip. Lda.,ec45c79b-216b-4151-8626-c8478412355f,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Bom Dia Santa Maria das Lamas,5fc80232-19d3-41ca-8dab-771db844b3e4,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Bom Dia Condeixa-a-Nova,438874cf-57f3-41df-b1c4-9391f2209de6,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Loule,05e73e77-19c2-4b84-b0c7-a2fd887beceb,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Mafra,bf7183a3-dd84-42df-b860-ed0c616678c4,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Coimbrashopping,110986a3-e21e-4a20-9ec6-911ec8357d38,Portugal
EU,Potential Theft Site,null,PTS,"ETEPal, Lda",d4e8bfac-3524-4034-a066-545b2e1cbd6b,Portugal
EU,Producer,null,PRD,Estevao Luis Salvador Lda.,d634fb7f-7e6e-4220-a430-f2aff493609a,Portugal
EU,Shop / Point of Sale,Sonae,POS,Meu Super Ponta da Garca,a0c4e1e6-687f-4cfe-925b-6f9d0cacdfbe,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Sintra - Lourel,808670eb-ab39-4ea9-b667-d8035fb8e99d,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Bom Dia Duque Loule,2fe25f93-3a23-4579-8cf6-a5ac2cff580d,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Torres Novas,28f84801-616d-4d7f-b85a-c31b6dc8dac4,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Marinha Grande,d2a8c220-cc08-43b8-9799-3cd4f9879a8d,Portugal
EU,Shop / Point of Sale,Sonae,POS,Continente Modelo Oliveira de Azemeis,096b227b-a3f9-46f7-bf10-f7e76f47fc24,Portugal
